Indice,id_depto,fecha_fundacion,nombre,dominio
373,6665,1999-06-26,Bib.Pop. Carlos Angel González,sin_dominio
374,6665,1995-10-25,Bib.Pop. Fortunato Zampa,hotmail
375,6672,1920-03-20,Bib.Pop. Guido y Spano,gmail
376,6672,2001-02-20,Ropero Comunitario y Bib. Pop. Eva Perón,yahoo
377,6679,1980-01-01,Bib.Mun.Pop. Dr. Tomás Jofre,gmail
378,6686,1932-02-28,Bib.Pop. Juan Bautista Alberdi de Rojas,sin_dominio
379,6693,1946-06-29,Bib. Pop. Esteban Echeverría,yahoo
380,6700,1942-11-22,Bib.Pop. Juan Bautista Alberdi,sin_dominio
381,6700,1914-01-03,Bib.Pop. D.F.Sarmiento,gmail
382,6700,1916-05-15,Bib.Pop. Juan Bautista Alberdi,yahoo
383,6707,1980-01-01,Bib.Pop.Mun. Bartolomé Mitre,sin_dominio
384,6714,1980-01-01,Bib.Pop. Renacer,hotmail
385,6714,1901-09-14,Bib.Pop. Dr. Tristán G. Lobos,sin_dominio
386,6728,1980-01-01,Bib.Pop. Alberdi,sin_dominio
387,6735,2006-11-06,Bib.Pop. Belgrano,hotmail
388,6735,1957-12-01,Bib.Pop. Mariano Moreno,yahoo
389,6742,1940-07-28,Bib.Pop. Bernardino Rivadavia,sin_dominio
390,6742,1980-01-01,Bib.Pop. D.F.Sarmiento,sin_dominio
391,6749,1997-11-14,Bib.Pop. Delta del Paraná (Bibliolancha,sin_dominio
392,6749,sin fecha,Bib.Pop. Juan N. Madero,gmail
393,6749,1980-01-01,Bib.Pop.y Soc.Fom. Santa Genoveva,sin_dominio
394,6749,1980-01-01,Bib. Pop. de San Fernando Leopoldo Murcho,sin_dominio
395,6749,1939-01-14,Bib.Pop. Rómulo S. Naón,gmail
396,6749,2000-10-10,Bib.Pop. Dra. Alicia Moreau de Justo,sin_dominio
397,6749,2001-11-16,Bib.Pop. La Casa de las palabras,sin_dominio
398,6756,1980-01-01,Bib.Pop. Club de madres de B.Sauce,sin_dominio
399,6756,1982-05-23,Bib.Pop.y Ctro. Cultural de Beccar,sin_dominio
400,6756,1980-01-01,Bib.Pop. Cava Joven,yahoo
401,6756,1913-07-28,Bib.Pop. Bernardino Rivadavia,sin_dominio
402,6756,sin fecha,Bib.Pop. Juan M. de Pueyrredón,sin_dominio
403,6756,1980-01-01,Bib.Pop. de la Ribera,sin_dominio
404,6756,1980-01-01,Bib.Pop. La Calabria Popular,sin_dominio
405,6371,1914-10-04,Bib.Pop. Gral. San Martín,yahoo
406,6371,1980-01-01,Bib.Pub.Pop. Parlante Nuevo Ser,hotmail
407,6371,2022-07-19,La Carcova,sin_dominio
408,6371,1980-01-01,Bib. Pop. Roberto Clemente,sin_dominio
409,6371,1980-01-01,Bib.Pop. Martín Fierro,sin_dominio
410,6371,1927-02-23,Bib.Pop. Juan Bautista Alberdi,gmail
411,6371,1964-11-15,Bib.Pop. Maestro Diego Pombo,gmail
412,6371,1980-01-01,Bib.Pop. Profesor Carlos Serraz,hotmail
413,6371,1925-07-09,Bib.Pop. Bernardino Rivadavia,yahoo
414,6371,1945-04-22,Bib.Pop. Maestra María Silva,hotmail
415,6371,1980-01-01,Bib.Esc.Pop. Fray Mocho,sin_dominio
416,6371,2000-08-19,Bib. Pop. Rioplatense,hotmail
417,6371,1980-01-01,Bib.Pop. y Cen.Cul Villa Humberto,sin_dominio
418,6371,1980-01-01,Bib.Pop. José Murillo,yahoo
419,6760,1996-07-08,Bib.Pop. Hist. E. I. Munzon,hotmail
420,6760,1995-08-26,Bib.Pop.y C.Rec. Entre todos,yahoo
421,6760,1980-01-01,Bib.Pop. y Cen. Recr. El faro,gmail
422,6760,1913-06-13,Bib.Pop.Mun. D.F.Sarmiento,hotmail
423,6763,1947-04-24,Bib.Pop. Rafael de Aguiar,sin_dominio
424,6763,2000-07-07,Bib. Pop. Barrio del Carmen,gmail
425,6770,sin fecha,Bib.Pop. Rafael Obligado,sin_dominio
426,6770,1927-04-28,Bib.Pop. D.F.Sarmiento,gmail
427,6778,1923-04-08,Bib.Pop. D.F.Sarmiento,yahoo
428,6778,1936-05-03,Bib.Pop. Bartolomé Mitre,sin_dominio
429,6784,1930-09-26,Bib.Pop.y Museo José Manuel Estrada,yahoo
430,6791,2011-09-24,Bib.Pop. La Vieja Escuela,gmail
431,6791,1932-06-01,Bib.Pop. José Ingenieros,sin_dominio
432,6791,1916-05-26,Bib.Pop. Juan Bautista Alberdi,yahoo
433,6791,1908-06-21,Bib.Pop. Bernardino Rivadavia,hotmail
434,6791,1919-06-06,Bib.Pop. Juan Antonio Salceda,sin_dominio
435,6791,1980-01-01,Biblioteca Popular Sarmiento- Villa Italia- Tandil,yahoo
436,6791,1978-09-20,Bib.Pop. Ernesto Valor,hotmail
437,6791,1984-07-15,Bib.Pop. Juan L. Vatuone,yahoo
438,6791,1988-05-15,Bib.Pop.Mun.Asoc.A. Sala abierta de lectura Inf-Juv,sin_dominio
439,6791,1998-07-18,Bib.Pop. Paula Albarracín de Sarmiento,yahoo
440,6791,1999-12-04,Bib.Pop. Bepo Ghezzi,gmail
441,6791,1995-11-17,Bib.Pop. Monseñor Luis J. Actis,sin_dominio
442,6791,1980-01-01,Bib. Pop. de las Mujeres,sin_dominio
443,6791,1980-01-01,Bib. Pop. Martín Fierro,sin_dominio
444,6798,1980-01-01,Bib.Pop.Mun. José Hernández,tapalque
445,6805,1985-06-05,Bib.Pop. Ricardo Güiraldes,netben
446,6805,1993-09-25,Bib.Pop. José Ingenieros,hotmail
447,6805,1980-01-01,Bib. Pop. Mariano Moreno,hotmail
448,6805,2008-07-05,Bib.Pop. y Museo del Cine Leonardo Favio,sin_dominio
449,6805,1992-05-20,Bib.Pop.y C.Cult. El talar,yahoo
450,6805,1969-04-18,Bib.Pop. Juan José Castelli,sin_dominio
451,6805,1980-01-01,Bib. Pop. Unión de Educ. de Tigre,sin_dominio
452,6805,1999-03-03,Bib.Pop. Lopez Camelo,sin_dominio
453,6805,1996-10-10,Bib.Pop. Ricardo Rojas,sin_dominio
454,6805,1916-09-16,Bib.Pop. D.F.Sarmiento,sin_dominio
455,6805,2003-08-02,Bib.Pop. Troncos del Talar,yahoo
456,6805,2008-03-27,Ctro. Cult. Com. y Bib. Pop. Caraguatá,yahoo
457,6805,2014-10-07,Bib. Pop. Seamos Libres,yahoo
458,6812,1980-01-01,Bib.Mun.Pop. José Manuel Estrada,sin_dominio
459,6819,1980-01-01,Bib.Pop. Gral. San Martín,gmail
460,6819,1993-10-18,Bib.Pop. Mariano Moreno,gmail
461,6819,1917-04-01,Bib.Pop. Ernesto Tornquist,yahoo
462,6819,2001-08-06,Bib.Pop. Macedonio Fernández,gmail
463,6826,1903-05-17,Bib.Pop.Pub. Rivadavia,yahoo
464,6826,1937-01-01,Bib.Pop. Bartolomé Mitre,sin_dominio
465,6833,1971-08-08,Bib.Pop. Dr. Bernardo A. Houssay,yahoo
466,6833,1963-03-13,Bib.Pop. Almafuerte,sin_dominio
467,6833,1935-05-02,Bib.Pop. Luz y Cultura,hotmail
468,6833,1927-08-27,Bib.Pop.Pub. Amigos del libro,hotmail
469,6833,1994-07-02,Bib.Pop. Un mundo de libros,3net
470,6833,1993-09-30,Bib.Pop. San Francisco de Bellocq,yahoo
471,6833,sin fecha,Bib.Pop. D.F.Sarmiento,3net
472,6833,1930-05-10,Bib.Pop. José Ingenieros,gmail
473,6833,1980-01-01,Bib. Pop. La tranquera,hotmail
474,6833,2006-07-08,Bib.Pop. Hugo Delgiorgio,gmail
475,6840,1914-04-03,Bib.Pop. Juan Bautista Alberdi,yahoo
476,6840,1921-07-24,Bib.Pop. Bartolomé Mitre,gmail
477,6840,1944-01-02,Bib. Pop. Patria y labor,hotmail
478,6840,1997-08-15,Bib.Pop. 15 de Agosto,hotmail
479,6840,1946-03-20,Bib.Pop. General San Martín,gmail
480,6840,2001-09-11,Bib. Pop. Ciudad Jardín,sin_dominio
481,6840,1925-02-11,Bib.Pop. José Ingenieros,yahoo
482,6840,1920-11-11,Asoc.Cultural y Bib.Pop. Mariano Moreno,hotmail
483,6840,1926-10-12,Inst.y Bib.Pop. Almafuerte,hotmail
484,6847,1939-09-29,Bib.Pop. Bernardino Rivadavia,sin_dominio
485,6861,1999-10-16,Bib.Pop. Nora Bombelli,sin_dominio
486,6861,1921-10-09,Bib.Pop. Vicente López y Planes,sin_dominio
487,6861,1980-01-01,Bib.Pop. Arandú,hotmail
488,6861,2008-04-21,Bib. Pop. Sudestada,yahoo
489,6861,1958-07-15,Bib.Pop. Bernardo Delom,yahoo
490,6861,1975-04-29,Bib.Pop. Leon Adolfo Vienni,sin_dominio
491,6868,1975-12-28,Bib.Pop. Rafael Obligado,sin_dominio
492,6868,1980-01-01,Asoc.de Fomento Atlantica y Biblioteca Popular,sin_dominio
493,6875,1997-03-15,Bib.Pop. Argerich,sin_dominio
494,6875,1982-06-20,Bib.Pop. Hilario Ascasubi,gmail
495,6875,1967-07-15,Bib.Pop.Esc. Cervantes,sin_dominio
496,6875,1939-04-24,Bib.Pop. Bartolomé Mitre,yahoo
497,6882,1922-01-17,Bib.Pop. D.F.Sarmiento,hotmail
498,10007,1980-01-01,Bib.Pop. Juventudes Ambateñas,sin_dominio
499,10021,sin fecha,Bib.Pop. D.F.Sarmiento,sin_dominio
500,10035,1916-04-16,Bib.Pop. Obispo Esquiu,sin_dominio
501,10035,1980-01-01,Bib. Pop. Julio Ricardo Figueroa,sin_dominio
502,10035,1980-01-01,Bib.Pop. Salvador B. Herrera,sin_dominio
503,10035,1996-08-02,Bib.Pop. Casa de la Cultura,sin_dominio
504,10035,1924-09-24,Bib.Pop. Manuel Lainez,sin_dominio
505,10042,1980-01-01,Bib.Pop. D.F.Sarmiento,yahoo
506,10042,1995-11-23,Bib.Pop. del Valle,sin_dominio
507,10042,1912-02-22,Bib.Pop. José M. Ramos Mejia,sin_dominio
508,10042,1980-01-01,Bib.Pop. J. M. Estrada,sin_dominio
509,10049,1942-08-31,Bib.Pop. Manuel Ponferrada,sin_dominio
510,10049,1980-01-01,Bib.Pop. E. H. Mateo de Barros,sin_dominio
511,10049,1997-10-23,Bib.Pop. Eulalia A. de Vildoza,sin_dominio
512,10049,1980-01-01,Bib.Pop. San Luis Gonzaga,sin_dominio
513,10056,1980-01-01,Bib.Pop. F. E. Casillo,sin_dominio
514,10063,1979-08-13,Bib.Pop. María de las Nieves Medina,sin_dominio
515,10063,1965-03-20,Bib.Pop. Alfonso de Jesús Robles,yahoo
516,10063,1979-04-20,Bib.Pop. Esquiu,yahoo
517,10070,1980-01-01,Bib.Pop. Juana R. Ahumada,sin_dominio
518,10070,1980-01-01,Bib.Pop. Julio Pascual Robin,sin_dominio
519,10077,1996-10-15,Bib.Pop. Tte.Coronel.M.D.S.Villafañe,sin_dominio
520,10077,1921-11-02,Bib.Pop. Rafael Castillo,sin_dominio
521,10084,2007-11-16,Biblioteca Popular Dr. Adán Quiroga,sin_dominio
522,10084,1992-10-19,Bib.Pop. Pbro. Ramón Rosa Barros,sin_dominio
523,10063,1980-01-01,Bib.Pop. San Roque,sin_dominio
524,10091,1912-10-28,Bib.Pop. Rafael Castillo,sin_dominio
525,10098,1980-01-01,Bib.Pop. Luis Leopoldo Franco,hotmail
526,10098,1997-03-15,Bib.Pop. Santa Rosa de Lima,yahoo
527,10098,1997-09-21,Bib.Pop. Los Altos,sin_dominio
528,10084,1918-08-18,Bib.Pop. Carlos Guido Spano,sin_dominio
529,10091,1928-09-23,Bib.Pop. Florentino Ameghino,sin_dominio
530,10105,1924-07-24,Bib.Pop. Dr. A. del Pino,sin_dominio
531,10112,1980-01-01,Bib.Pop. Pedro Salomon Chade,sin_dominio
532,10112,1980-01-01,Bib.Mun.Pop. El motimo,sin_dominio
533,10112,1995-12-15,Bib. Pop. Dr. Ramón S. Castillo,sin_dominio
534,10112,1980-01-01,Bib.Pop. Segundo N. Herrera,hotmail
535,22036,1960-05-25,Bib.Pub. Pop. Elba Ezquer de Quevedo,sin_dominio
536,22039,1981-09-03,Bib.Pop.Pub. Augusto Raúl Cortazar,yahoo
537,22168,1995-09-23,Bib.Pop. Rubén D. Dalla Fontana,yahoo
538,22105,1940-11-10,Bib.Púb. Pop. Juan Bautista Alberdi,sin_dominio
539,22105,1980-01-01,Asoc.Amig.Bib.Pop.Esc.Tec.Nº 5 Ing. Juan Col,hotmail
540,22105,1974-05-13,Bib.Pop.Esc. Constancio C.Vigil,gmail
541,22105,1991-08-28,Bib.Esc.Pop. Prof. Hugo D .Iglesia,hotmail
542,22014,1980-01-01,Bib.Pub.Pop. General Julio de Vedia,sin_dominio
543,22014,2004-03-09,Asc.Civ.Bib.Pop. La Leonesa,yahoo
544,22014,1980-01-01,Bib.Pub. Pop. Gaspar Benavento,sin_dominio
545,22028,1966-08-17,Bib. Pop. Pub. Juan M. de Pueyrredón,gmail
546,22028,1980-04-24,Bib.Esc.Pop. Pedro Miguel Obligado,sin_dominio
547,22028,1980-01-01,Bib.Esc.Pop. E.E.G.B.Nº 32 L.Roque Gondra,sin_dominio
548,22021,1980-01-01,Bib.Esc. Pop. Monseñor de Carlo,sin_dominio
549,22021,1980-01-01,Bib. Pop. Pub. Ana B. de Pibernus,hotmail
550,22043,1980-01-01,Asoc.Amigos de la Bib.Pub.Pop.Marta Alcira Salotti,sin_dominio
551,22049,1980-04-30,Bib.Pop.Pub. Monseñor J. Alumni,gmail
552,22056,1980-01-01,Bib. Pop. Alejandro Maria Aguado,hotmail
553,22056,1980-01-01,Bib. Pub. Pop.  Jaime Homar,yahoo
554,22063,1980-01-01,Bib.Pop.Esc. Gral. Martín Güemes,yahoo
555,22084,1945-04-01,Bib.Pop. Esc. Escuela Nº 421,yahoo
556,22084,1980-01-01,Bib.Pop.Esc. D.Agueda Gomez de Tuckey,live
557,22084,1980-01-01,Bib. Pub. Pop. Juana P. Manso Noronha,yahoo
558,22084,1980-01-01,Bib.Esc.Pop. El zapallar,hotmail
559,22084,1980-01-01,Bib.Esc.Pop. Prim. Nº 555 D. M. Sarmiento,sin_dominio
560,22084,1980-01-01,Bib.Pub.Pop. Fray Rafael Gobelli,sin_dominio
561,22098,1960-05-11,Bib. Pop. Pub. Almafuerte,gmail
562,22098,1976-09-24,Bib.Pop.Esc. Asoc. A. J. L. Borges,vai
563,22098,1981-11-23,Bib.Esc.Pop. Maestro Sarmiento,sin_dominio
564,22112,1975-06-15,Bib. Pub. Pop. Cervantes,yahoo
565,22119,1967-07-16,Asoc.Amig.Bib.Pop.Pub. José Manuel Estrada,hotmail
566,22133,1982-03-01,Bib.Pop. Ilda Nelly Yuspa,sin_dominio
567,22133,1960-08-27,Bib.Pub.Pop. Mayor L. J. Fontana,gmail
568,22133,1980-01-01,Bib. Pub. Pop. Humberto Benito Andolfi,hotmail
569,22140,1980-01-01,Bib.Pub. Pop. Mariano Moreno,hotmail
570,22140,1980-01-01,Bib.Pop.Esc. Juan Ramón Lestani,hotmail
571,22140,1981-08-10,Bib.Pop.Asoc.Amigos Escuela Nº 43,hotmail
572,22140,1923-12-13,Bib.Pub. Pop. Bartolomé E. Pisarello,yahoo
573,22140,1972-12-27,Bib.Pub. Pop. Centenario de la creación del Chaco,hotmail
574,22140,1909-09-18,Bib.Pop. Bernardino Rivadavia,yahoo
575,22140,1901-10-20,Bib. Esc. Pop.  Benjamín Zorrilla,sin_dominio
576,22140,1942-09-28,Bib.Pop. Esc. Enrique Lynch Arribalzaga,yahoo
577,22140,1980-01-01,Bib.Pop. Esc. Prisciliano Pérez,sin_dominio
578,22140,1951-12-01,Bib.Pop. Esc. Remedios E. de San Martín,yahoo
579,22140,1925-05-22,Bib.Pop.Tec. Gral. Manuel Belgrano,gmail
580,22140,1955-11-18,Asoc. Amigos.Bib.Pub.Pop. Prof. Leopoldo Herrera,hotmail
581,22140,1972-10-28,Bib.Pop. Celmira G. de Cabral,yahoo
582,22140,1986-01-21,Bib.Pop. Hipólito Yrigoyen,hotmail
583,22140,1980-01-01,Bib. Pop. Juan B. Justo,sin_dominio
584,22140,1980-01-01,Bib.Pop.Esc. Dr. J. A. Torres,yahoo
585,22140,1957-12-21,Bib.Pub.Pop. Profesor N. Rojas Acosta,sin_dominio
586,22140,1975-05-09,Bib. Pop. Esc. Lidia Guasti de Rodriguez,yahoo
587,22140,1961-07-05,Asoc.Amig.Bib.Pop.Esc. Alfonsina Storni,hotmail
588,22140,1980-01-01,Asoc.Amigos.Bib.Pub.Pop. Gral. M. Belgrano,sin_dominio
589,22140,1961-08-14,Bib.Pub. Pop. Josefa Lema de Urdapilleta,hotmail
590,22140,1970-11-12,Bib.Pop.Esc. Herminia C. Brumana,hotmail
591,22140,1980-01-01,Bib.Pop.Esc. El principito,yahoo
592,22140,1980-01-01,Bib.Pop.Esc. Bartolomé Mitre,hotmail
593,22140,1987-12-07,Bib.Pop.Pub. Evita,yahoo
594,22140,1991-02-05,Bib.Pop.Pub. Juan Domingo Perón,yahoo
595,22140,1984-03-05,Bib.Esc.Pop. Alfredo Veirave,hotmail
596,22140,1970-05-18,Bib. Esc. Pop. Padre A. de Barzana,hotmail
597,22140,1961-02-09,Bib.Pop.Esc. Gob. Manuel Obligado,hotmail
598,22140,1980-01-01,Bib.Pub.Pop. Domingo Savio,sin_dominio
599,22140,1980-01-01,Bib.Esc.Pop. D.F.Sarmiento,sin_dominio
600,22147,1943-06-06,Bib.Pub. Pop. Dr. José Ingenieros,yahoo
601,22154,1981-11-23,Bib. Pop. Esc. Nº 223 Wolf Schcolnik,ecomchaco
602,22154,1971-05-05,Bib.Pop.Pub. D.Capozzolo,yahoo
603,22154,1975-11-12,Bib.Pub.Pop. Ricardo Güiraldes,yahoo
604,26007,1980-01-01,Bib.Pop. El porvenir,sin_dominio
605,26007,1980-01-01,Bib. Pop. Agustín Pujol,sin_dominio
606,26007,1980-01-01,Asoc. Civil y BiB P Gral Martín Miguel de Güemes,sin_dominio
607,26007,2008-01-15,Bib.Pop. General Manuel Belgrano,hotmail
608,26007,1994-06-23,Bib.Pop. Gral. Don José Francisco de San Martín,sin_dominio
609,26007,2011-02-14,BIb. Pop. D. Raúl Alfonsín,hotmail
610,26007,1980-01-01,Bib.Pop. Asunción Cobo,gmail
611,26014,1980-01-01,Bib.Pop. Ruca Raqui Zuam,hotmail
612,26014,2011-04-30,Bib. pop. Auca Lihuen de Villa El Blanco,hotmail
613,26014,2001-11-04,Bib.Pop. Rincón de Libros,gmail
614,26014,1993-08-12,Bib.Pop. El Maitén,gmail
615,26014,1980-01-01,Bib. Pop. de Buenos Aires Chico-Niños Lectores,sin_dominio
616,26014,1980-01-01,Bib.Pop. Angélica R. Nievas,sin_dominio
617,26014,1980-01-01,Bib.Pop. Lago Puelo,yahoo
618,26021,1993-03-23,Bib.Pop. Sofía Moll de Milton,sin_dominio
619,26021,1980-01-01,Bib. Pop. Jorge Troncoso,hotmail
620,26021,1980-01-01,Bib.Pub.Pop. de la Municip.de C.Rivadavia,sin_dominio
621,26021,1992-05-01,Bib.Pop. Darío Hugo Fernández,sin_dominio
622,26021,1996-02-17,Bib.Pop. Elum Duham,yahoo
623,26021,2007-10-28,Bib.Pop. Astra,labibliotecadeastra
624,26035,2007-05-15,Bib. Pop. Tolkeyén,yahoo
625,26035,1951-03-05,Bib. Pop. Perito Francisco Pascacio Moreno,sin_dominio
626,26042,1980-01-01,Bib.Pop. 28 de Julio,sin_dominio
627,26042,1943-03-12,Bib.Pop. D.F.Sarmiento,sin_dominio
628,26042,1939-07-20,Bib.Pop. Ricardo J. Berwyn,gmail
629,26077,1991-04-12,Bib.Pop. Asencio Abeijon,sin_dominio
630,26077,1980-01-01,Bib.Pop. del Barrio Luis Vernet,hotmail
631,26077,1980-01-01,Bib. Pop. Soldado Caído S. Antieco,hotmail
632,26077,1934-07-08,Bib.Pop. Agustín Alvarez,gmail
633,26077,1984-09-21,Bib.Pop. Francisco Guerra,hotmail
634,26077,1991-04-15,Bib.Pop. Raúl Scalabrini Ortíz,sin_dominio
635,26077,1987-08-17,Bib.Pop. Gonzalo Delfino,sin_dominio
636,26077,1980-01-01,Bib.Pop. Rosa de Amaya,sin_dominio
637,26077,1980-01-01,Bib.Pop. José Hernández,sin_dominio
638,26077,1983-09-06,Bib.Pop. Ceferino Namuncura,sin_dominio
639,26077,1980-01-01,Bib.Pop. Barrio Progreso,hotmail
640,26077,1992-12-20,Bib.Pop. Manuel Porcel de Peralta,sin_dominio
641,26077,1998-10-20,Bib.Pop. Benedicto Terrone,gmail
642,26077,1996-04-08,Bib.Pop. Kim Hue,hotmail
643,26084,1980-01-01,Bib.Pop. Gob. R. González,sin_dominio
644,26091,1911-07-16,Bib.Pop. Mariano Moreno,yahoo
645,26021,1980-01-01,Asoc. Bib. Pub. Pop. Y Mun Asencio Abeijón,sin_dominio
646,26056,2008-06-11,Bib.Pop. Osvaldo Bayer,sin_dominio
647,26098,1949-03-20,Bib. Pop. Juan M. de Pueyrredón,hotmail
648,26098,1980-01-01,Bib.Pop. José de San Martín,sin_dominio
649,26105,1980-01-01,Bib.Pop. Don Segundo Milla,sin_dominio
650,26105,1980-01-01,Bib.Pop. Narlu Owen,sin_dominio
651,2000,2004-03-08,Asoc. Cultural y Bib. Pop. Tesis 11,tesis11
652,2000,1928-03-30,Bib.Pop. Dr. Tristán J. González,outlook
653,2000,1980-01-01,Asoc.Vec. Cir.Cult. Belisario Roldán de Versailles,yahoo
654,2000,1916-03-01,Bib.Pop. El progreso,sin_dominio
655,2000,sin fecha,Bib.Pop. Dr. Angel M. Giménez,sin_dominio
656,2000,1999-10-22,Bib. Pop. Por caminos de libros y solidaridad,sin_dominio
657,2000,2005-12-22,Bib. Pop. La Memoria de Nuestro Pueblo,gmail
658,2000,2010-03-01,Bib.Pop. Creando Horizontes Educativos,hotmail
659,2000,2009-02-26,Bib.Pop. Manuel Ugarte,gmail
660,2000,2010-03-26,Bib.Pop. Juan José Castelli,sin_dominio
661,2000,2010-10-01,Bib. Pop. 26 de julio,gmail
662,2000,1918-05-25,Bib.Pop. Ciencia y labor,gmail
663,2000,1907-11-07,Bib.Pop. William C.Morris,hotmail
664,2000,1920-03-21,Bib.Pop. Pueyrredón sud,gmail
665,2000,1928-12-20,Bib.Pop. El resplandor,hotmail
666,2000,1915-10-01,Bib.Pop. Juan María Becciu,gmail
667,2000,1932-11-15,Bib.Pop. 25 de Mayo,sin_dominio
668,2000,1924-04-21,Bib.Pop. Bernardino Rivadavia,yahoo
669,2000,1929-02-01,Bib.Pop. Juan Pablo Echagüe,sin_dominio
670,2000,1936-05-01,Bib.Pop. Gral. Benito Nazar,yahoo
671,2000,1980-01-01,Bib.Pop. y Cent. Cult. Alfredo Costa,latinmail
672,2000,1980-01-01,Bib.Pop. Mariano Boedo,yahoo
673,2000,1929-01-01,Asoc.Vec. y Bib.Pop. Villa del Parque,hotmail
674,2000,1950-10-25,Bib.Pop. Gral. Alvear,yahoo
675,2000,1941-03-25,Bib.Pop. Eurindia,sin_dominio
676,2000,1941-12-23,Bib.Pop. Universidad Popular de Belgrano Alfredo Fazio y Bi,hotmail
677,2000,1924-09-18,Bib. Argentina para ciegos,sin_dominio
678,2000,1932-05-29,Bib.Pop. Juan B. Rebagliati,yahoo
679,2000,1933-06-12,Bib.Pop. Juan Bautista Alberdi,yahoo
680,2000,1994-03-05,Bib.Pop. Casa de la Cultura de Liniers,sin_dominio
681,2000,1980-01-01,Bib.Pop. Lectores del pueblo,sin_dominio
682,2000,2001-12-18,Bib.Pop. Dr. Arturo Jauretche,sin_dominio
683,2000,2001-09-21,Bib.Pop. Hijos del Barrio Piedrabuena Asociación Civil,gmail
684,2000,1980-01-01,Bib. Pop. Federico Lacroze,gmail
685,2000,1980-01-01,Cen. Cult. y Bib. Pop. Carlos Sanchez Viamonte,yahoo
686,2000,1916-05-01,Bib.Pop. Helena Larroque de Roffo,yahoo
687,2000,1910-10-12,Bib.Pop. 12 de Octubre,hotmail
688,2000,sin fecha,Bib. Obrera Juan B. Justo,gmail
689,2000,1916-06-16,Bib.Pop. Villa Pueyrredón Norte,hotmail
690,2000,1910-07-08,Bib.Pop. Alberdi,yahoo
691,2000,1980-01-01,Bib.Pop. D.F.Sarmiento,sin_dominio
692,2000,1918-03-14,Bib.Pop. Cornelio Saavedra,sin_dominio
693,2000,1917-03-25,Bib.Pop. José Enrique Rodo,yahoo
694,14007,2013-10-30,Bib.Pop. de Embalse Teresa Sul,sin_dominio
695,14007,2000-08-29,Bib.Pop. Rvdo. Félix Enrique,hotmail
696,14007,2011-08-20,Bib. Pop. Restituta Albarracín de González,gmail
697,14007,1959-05-17,Bib.Pop. Almafuerte,sin_dominio
698,14007,1998-11-07,Bib.Pop. Dr. Manuel Belgrano,gmail
699,14007,1998-03-30,Bib.Pop. Ricardo Rojas,yahoo
700,14014,1909-05-11,Bib.Pop. Vélez Sársfield,sin_dominio
701,14014,1911-09-11,Bib.Pop. Alberdi,yahoo
702,14014,1944-12-17,Bib.Pop. Luis J. de Tejeda,hotmail
703,14014,1959-04-12,Bib.Pop. y Ctro. de Ajedrez Los Amigos de la Cult.,hotmail
704,14014,1969-11-18,Bib.Pop. Joaquín V. González,sin_dominio
705,14014,1980-11-15,Bib.Pop. y Ctro Juvenil Malvinas argentinas,hotmail
706,14014,1980-01-01,Bib.Pop. Teniente B .Matienzo,hotmail
707,14014,1988-11-28,Bib.Pop. de B.Vista y Fund. P. Milesi,sin_dominio
708,14014,1986-08-02,Bib. Pop. Barrio Talleres,yahoo
709,14014,1995-07-16,Bib. Pop. República Argentina,gmail
710,14014,1980-01-01,Bib.Pub.Pop. Nuevo milenio,sin_dominio
711,14014,1999-08-01,Bib.Pop. Alfonsina Storni,gmail
712,14014,1990-08-17,Bib. Pop. Mi jardín,gmail
713,14014,1980-01-01,Bib.Pop. Atahualpa,hotmail
714,14014,1980-01-01,Bib.Pop. Julio Cortázar,yahoo
715,14014,2005-05-26,Bib. Pop.  María Saleme,yahoo
716,14014,2007-10-08,B.P. Libertad por la Integración Latinoamericana,yahoo
717,14014,2007-12-11,Bib.Pop. Madre Teresa de Calcuta de Bo. Parque Lic,yahoo
718,14014,2010-09-06,Bib.Pop. del Bicentenario,gmail
719,14014,2012-05-05,Bib. Pop. Casa del Pueblo,gmail
720,14091,2009-07-20,Bib.Pop. Alfredo Terzaga,sin_dominio
721,14021,1932-05-18,Bib.Pop. La Bicicleta,gmail
722,14021,1912-07-12,Bib.Pop. D.F.Sarmiento,sin_dominio
723,14021,1918-07-23,Bib.Pop. Mariano Moreno,sin_dominio
724,14021,2010-08-17,Bib.Pop. y Ctro Cult. Dumesnil,hotmail
725,14021,2009-04-01,Bib.Pop. Sayana Ctro Cult. El Talar,hotmail
726,14021,1942-10-03,Bib.Pop. D.F.Sarmiento,sin_dominio
727,14021,1980-01-01,Bib.Pop. Cdr. Enrique Carlos Aragón King,yahoo
728,14021,1942-12-05,Bib.Pop. D.F.Sarmiento,sin_dominio
729,14021,2009-01-16,Bib.Pop. Cawana,gmail
730,14021,1980-01-01,Bib.Pub.Mun.Pop. Libro abierto,sin_dominio
731,14028,1917-05-01,Bib.Pop. Jorge Newbery,sin_dominio
732,14035,1984-05-14,Bib. Pop. del Campillo,delcampillocoop
733,14035,1919-10-22,Bib.Pop. D.F.Sarmiento,hotmail
734,14035,1937-06-27,Bib.Pop. D.F.Sarmiento,jovitacoop
735,14035,1998-06-22,Bib.Pub.Mun.Pop. Nuestra Señora de Luján,sin_dominio
736,14035,2022-03-21,Bib. Pop. Rosario Vera Peñaloza,gmail
737,14042,1916-05-05,Bib.Pop. D.F.Sarmiento,sin_dominio
738,14042,1919-04-09,Bib.Pop. Esteban Echeverría,sin_dominio
